"Sample","Mutation_count_in_fitting","Tail","Tail_power","Tail_pareto_shape","Tail_pareto_scale","Tail_mutcount_observed","Cluster_count","Cluster_mutcount_observed_1","Cluster_frequency_1","Cluster_beta_a_1","Cluster_beta_b_1","Cluster_mutcount_observed_2","Cluster_frequency_2","Cluster_beta_a_2","Cluster_beta_b_2","Cluster_mutcount_observed_3","Cluster_frequency_3","Cluster_beta_a_3","Cluster_beta_b_3"
"031962d6-fc7d-4c6c-9d47-ffa45997b249",497,FALSE,NA,NA,NA,0,2,145,0.384018791798916,5.07429192921041,8.13936333344002,352,0.156932571151997,8.72746832925884,46.8853867026381,NA,NA,NA,NA
"0363fe2c-d765-450e-8b1a-d13a23d9af2a",746,FALSE,NA,NA,NA,0,2,501,0.0988480100856792,10.5760902141326,96.4173657488705,245,0.382462716357839,7.85951219050122,12.6902351557152,NA,NA,NA,NA
"03ad38a6-0902-4aaa-84a3-91ea88fa9883",5675,FALSE,NA,NA,NA,0,1,5675,0.301237364487218,8.32301717374378,19.3064144802997,NA,NA,NA,NA,NA,NA,NA,NA
"041e3b42-c623-11e3-bf01-24c6515278c0",7367,FALSE,NA,NA,NA,0,1,7367,0.242953985072745,6.15280465323269,19.1721746896269,NA,NA,NA,NA,NA,NA,NA,NA
"046d7386-95c8-4501-9e55-c85bec272a7a",3173,TRUE,1.66784617988335,0.667846179883351,0.0178571418571429,77,1,3096,0.222008778797937,12.5777353013437,44.0764896777119,NA,NA,NA,NA,NA,NA,NA,NA
"04b570c2-3224-4e9b-81cc-089b4a7ff07a",2732,TRUE,2.05953211340551,1.05953211340551,0.0588235284117647,237,1,2495,0.442507397805218,11.4204087090655,14.3879930616378,NA,NA,NA,NA,NA,NA,NA,NA
"05070acd-3ec1-44bb-9c32-26d3a483a72a",3786,FALSE,NA,NA,NA,0,2,953,0.0869240133291845,8.42513607438181,88.5001639859767,2833,0.258244227270841,15.3233434223881,44.0132914535477,NA,NA,NA,NA
"052015bc-8c24-467c-8ff7-9e0dc4ad39fd",3139,FALSE,NA,NA,NA,0,1,3139,0.234045252113017,3.74574739734629,12.2586251055299,NA,NA,NA,NA,NA,NA,NA,NA
"05616329-e7ba-4efd-87b1-d79cd0f7af3d",7850,FALSE,NA,NA,NA,0,1,7850,0.332898562426859,7.70380644312089,15.4377967736653,NA,NA,NA,NA,NA,NA,NA,NA
"05c487aa-72d8-42e6-aa2b-b9b5ce273f5c",2691,FALSE,NA,NA,NA,0,2,2257,0.163591204957344,2.78740456093239,14.2514366265214,434,0.46496510778618,24.7664032179266,28.4986758239092,NA,NA,NA,NA
"05da3161-1444-4188-914d-19762de3a443",2471,TRUE,1.48843026560624,0.488430265606241,0.0178571418571429,220,1,2251,0.434811071585768,9.74177213559935,12.6628370664406,NA,NA,NA,NA,NA,NA,NA,NA
"06018aae-1107-4899-bd24-14e6b1f94709",202,FALSE,NA,NA,NA,0,2,123,0.295186119894147,6.56994151575664,15.6870044345225,79,0.100168371842196,16.296324209696,146.392994883651,NA,NA,NA,NA
"0609b182-0396-4755-b463-10f949c5b8bb",1311,TRUE,1.793913696525,0.793913696525001,0.0444444434444444,433,1,878,0.471602525311102,17.1346235589616,19.1981410878316,NA,NA,NA,NA,NA,NA,NA,NA
"0624eb1d-3aff-4037-a3c5-fc363a9edd02",1085,FALSE,NA,NA,NA,0,1,1085,0.280751720551993,2.62015793137755,6.71249344552583,NA,NA,NA,NA,NA,NA,NA,NA
"068f4f69-d2fe-4f25-912e-ca7d4623efb6",6657,FALSE,NA,NA,NA,0,1,6657,0.251393462265582,6.61268680378419,19.6914451501259,NA,NA,NA,NA,NA,NA,NA,NA
"06ecd127-6c24-422d-a7fb-bf5aee1b8b7b",6048,TRUE,1.62862729711071,0.62862729711071,0.0254777060063694,166,1,5882,0.348822340512994,15.0040741164466,28.0094384194217,NA,NA,NA,NA,NA,NA,NA,NA
"072f4146-c623-11e3-bf01-24c6515278c0",9424,FALSE,NA,NA,NA,0,1,9424,0.151790990489033,7.1779768427989,40.1105797419709,NA,NA,NA,NA,NA,NA,NA,NA
"074fd614-5d9c-4bcc-96ad-351aa14387e3",3604,TRUE,1.4649627372522,0.464962737252197,0.0112359540561798,286,1,3318,0.298625945704686,12.7137123015104,29.8603255018997,NA,NA,NA,NA,NA,NA,NA,NA
"07835447-5d7e-4828-80fd-89b063989c9a",8893,TRUE,1.64976792940637,0.649767929406375,0.0277777767777778,201,1,8692,0.367724556455839,11.1307134006137,19.1384465050844,NA,NA,NA,NA,NA,NA,NA,NA
"07f16397-71bb-4594-ad4d-caa7d2baeabd",2994,FALSE,NA,NA,NA,0,1,2994,0.134509830560214,4.84636980353962,31.1834860319423,NA,NA,NA,NA,NA,NA,NA,NA
"0831e45e-c623-11e3-bf01-24c6515278c0",14120,TRUE,1.56654297560338,0.566542975603385,0.027027026027027,241,1,13879,0.440694206376818,12.1961082799244,15.4786559975439,NA,NA,NA,NA,NA,NA,NA,NA
"089be98d-c3c9-4fb4-aef2-7a8578a91d51",2740,FALSE,NA,NA,NA,0,1,2740,0.274062989112042,4.51931688727953,11.9707495092157,NA,NA,NA,NA,NA,NA,NA,NA
"08d2a566-8407-4e9b-836c-bf5e1e9f85b2",2939,FALSE,NA,NA,NA,0,2,2853,0.0905967361349287,15.8213203021908,158.813230313712,86,0.149023474155749,3.3087208987799,18.8939617156507,NA,NA,NA,NA
"08e1d976-6c39-428e-a4c2-f655b675683e",3092,FALSE,NA,NA,NA,0,2,2097,0.0971465253692354,4.24890742399127,39.4881939066223,995,0.349660166728577,17.2020343744986,31.9944026558928,NA,NA,NA,NA
"08f7812b-0d74-42ba-985b-d0a027e8a80c",1287,FALSE,NA,NA,NA,0,2,212,0.123233647098272,9.43782218903673,67.1469613604641,1075,0.456999796341828,11.7863743667864,14.004390664475,NA,NA,NA,NA
"097a7d36-905b-72be-e050-11ac0d482c9a",55384,FALSE,NA,NA,NA,0,2,19374,0.361995131228114,73.3257617522232,129.234315515823,36010,0.156980346077049,1.90544341074945,10.232658322153,NA,NA,NA,NA
"09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523",6695,FALSE,NA,NA,NA,0,2,2172,0.126581787552299,4.19767132637687,28.9640607643676,4523,0.458985384106548,20.8878898605245,24.6209445900201,NA,NA,NA,NA
"0a6be23a-d5a0-4e95-ada2-a61b2b5d9485",3955,FALSE,NA,NA,NA,0,1,3955,0.158549163784543,2.49840656749299,13.2595230731082,NA,NA,NA,NA,NA,NA,NA,NA
"0ab4d782-9a50-48b9-96e4-6ce42b2ea034",169693,FALSE,NA,NA,NA,0,2,167171,0.431211068219151,16.9354296067298,22.3386773327582,2522,0.361370341001278,1.77379337183017,3.13472614561384,NA,NA,NA,NA
"0b6cd7df-6970-4d60-b7b5-85002a7d8781",2720,FALSE,NA,NA,NA,0,1,2720,0.401372479958915,3.77808048067096,5.63482316697746,NA,NA,NA,NA,NA,NA,NA,NA
"0ba8f2e2-935a-4123-86aa-6e7f5de85bf4",2734,FALSE,NA,NA,NA,0,1,2734,0.265159778265591,3.33926056416243,9.25412967776839,NA,NA,NA,NA,NA,NA,NA,NA
"0bafd9ae-64b3-492d-a6fd-12aa8edefcbe",1567,TRUE,1.54122298426541,0.541222984265408,0.0149253721343284,179,1,1388,0.2845761459073,12.9761710570602,32.6220677401127,NA,NA,NA,NA,NA,NA,NA,NA
"0bd3a230-531e-44aa-9999-b8ed8da0176b",1948,FALSE,NA,NA,NA,0,1,1948,0.175298441421022,4.0773436617303,19.1820968026465,NA,NA,NA,NA,NA,NA,NA,NA
"0be08326-c623-11e3-bf01-24c6515278c0",9199,FALSE,NA,NA,NA,0,1,9199,0.228570276765048,8.3556517092808,28.2005087309051,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7344-fdd0-e050-11ac0c484cab",4887,TRUE,1.44627476225933,0.446274762259331,0.0145985391459854,602,1,4285,0.455062782504209,19.7414151545574,23.6403244944652,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7ebf-aaec-e050-11ac0c482f39",3214,FALSE,NA,NA,NA,0,1,3214,0.442255132251201,7.64856547553285,9.64589855159904,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7ec1-aaec-e050-11ac0c482f39",3586,TRUE,1.49434414532865,0.494344145328652,0.0158730148730159,163,1,3423,0.402415635511745,15.9072821739637,23.6222012014392,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-816e-e3e4-e050-11ac0c4860c5",5255,FALSE,NA,NA,NA,0,3,1206,0.144277249402041,4.19549780194379,24.8839157530836,4027,0.431622919228694,22.0146023252423,28.9896454672109,22,0.332992627855636,2.11396537300431,4.23441953454622
"0bfd1043-8177-e3e4-e050-11ac0c4860c5",3248,FALSE,NA,NA,NA,0,1,3248,0.321414819110665,4.91237694513957,10.3712274596972,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-817c-e3e4-e050-11ac0c4860c5",3664,FALSE,NA,NA,NA,0,2,548,0.242414151668475,1.89879869104342,5.93407194779707,3116,0.423678502518151,26.2652101979062,35.7280465800464,NA,NA,NA,NA
"0bfd1043-817e-e3e4-e050-11ac0c4860c5",12355,TRUE,1.45243839763878,0.452438397638781,0.012987011987013,1124,1,11231,0.382508830780252,15.2958684122899,24.6924068416146,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8180-e3e4-e050-11ac0c4860c5",7388,TRUE,1.42543355517708,0.425433555177084,0.0136986291369863,292,1,7096,0.43205862948774,18.6085352278137,24.4609325661208,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8181-e3e4-e050-11ac0c4860c5",7791,TRUE,1.41815548710758,0.418155487107581,0.0126582268481013,439,1,7352,0.440518588194461,17.7585279640527,22.5542498391247,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8183-e3e4-e050-11ac0c4860c5",11830,TRUE,1.45580041706399,0.455800417063989,0.0136986291369863,920,1,10910,0.403739128699296,16.219214392213,23.953296120864,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8187-e3e4-e050-11ac0c4860c5",6141,FALSE,NA,NA,NA,0,3,714,0.270383865710834,2.15412072271951,5.81277743910819,4327,0.412891623729039,24.105494431951,34.2766403622639,1100,0.0864051794584064,13.3487249095171,141.141144716214
"0bfd1068-3fc5-a95b-e050-11ac0c4860c3",3398,FALSE,NA,NA,NA,0,1,3398,0.231171279806413,3.47876423495553,11.5696632248427,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fca-a95b-e050-11ac0c4860c3",3143,TRUE,1.49741839326868,0.497418393268682,0.0149253721343284,168,1,2975,0.383846543176812,17.051741619892,27.3715882836872,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fcd-a95b-e050-11ac0c4860c3",3120,TRUE,1.58616211061717,0.586162110617169,0.0238095228095238,227,1,2893,0.397494367514882,16.7422132564014,25.3771590533825,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fd5-a95b-e050-11ac0c4860c3",3408,TRUE,1.56256062000078,0.562560620000781,0.0192307682307692,192,1,3216,0.381695757141393,14.2629199889677,23.1043279358874,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fd8-a95b-e050-11ac0c4860c3",3434,TRUE,1.74555361055015,0.745553610550148,0.0357142847142857,138,1,3296,0.404071872337164,10.0432393975014,14.8118422972748,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fdd-a95b-e050-11ac0c4860c3",3275,TRUE,1.59914848006228,0.599148480062283,0.027027026027027,113,1,3162,0.433474495683873,8.6813510269117,11.3460118591458,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fdf-a95b-e050-11ac0c4860c3",7385,TRUE,1.45535791608894,0.455357916088937,0.0147058813529412,275,1,7110,0.429077623367656,16.9503707034183,22.5538350167069,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fe1-a95b-e050-11ac0c4860c3",7893,TRUE,1.44495213610536,0.44495213610536,0.0126582268481013,1111,1,6782,0.419155712916767,14.4131560978663,19.9730055449511,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fe6-a95b-e050-11ac0c4860c3",5246,TRUE,1.45161100601312,0.45161100601312,0.0150753758844221,290,1,4956,0.458321747265574,24.4012468609536,28.8391830478073,NA,NA,NA,NA,NA,NA,NA,NA
"0bfe2ac9-0af3-c248-e050-11ac0d487e1c",12298,FALSE,NA,NA,NA,0,2,2070,0.19681709209215,1.37715855521779,5.61999062821291,10228,0.414966892685804,26.4397817809049,37.2756187653358,NA,NA,NA,NA
"0bfe2ac9-0af5-c248-e050-11ac0d487e1c",3633,TRUE,1.66607190932922,0.666071909329221,0.032258063516129,76,1,3557,0.430191476881037,8.32722307088779,11.0297923940898,NA,NA,NA,NA,NA,NA,NA,NA
"0bfe2ac9-0af8-c248-e050-11ac0d487e1c",3557,TRUE,1.8238842524274,0.823884252427401,0.0476190466190476,89,1,3468,0.438928216552163,8.5327372882139,10.9072006479699,NA,NA,NA,NA,NA,NA,NA,NA
"0bfebf9f-c779-e57d-e050-11ac0d487827",3236,TRUE,1.72908434872322,0.729084348723221,0.0357142847142857,51,1,3185,0.388276421903908,8.23174748447413,12.968992555598,NA,NA,NA,NA,NA,NA,NA,NA
"0bfebf9f-c77d-e57d-e050-11ac0d487827",7578,TRUE,1.35192627664186,0.35192627664186,0.00793650693650794,235,1,7343,0.405235137114138,19.4772439043092,28.5868110614458,NA,NA,NA,NA,NA,NA,NA,NA
"0c0038ff-6cc4-b0b0-e050-11ac0d483d73",3800,TRUE,1.52968698268822,0.529686982688217,0.0212765947446809,213,1,3587,0.439625041738214,10.7521012463027,13.7053345808068,NA,NA,NA,NA,NA,NA,NA,NA
"0c0038ff-6cc6-b0b0-e050-11ac0d483d73",3537,FALSE,NA,NA,NA,0,1,3537,0.426151943219341,7.02260386963171,9.45650406680018,NA,NA,NA,NA,NA,NA,NA,NA
"0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d",86,FALSE,NA,NA,NA,0,1,86,0.290760274300912,2.94477638554313,7.18307341313859,NA,NA,NA,NA,NA,NA,NA,NA
"0cb4356c-b5d6-4541-b048-ff6d4b3a5d26",4352,FALSE,NA,NA,NA,0,2,1515,0.0676402230169082,7.21157767832388,99.4051269490572,2837,0.273712961365742,12.147841594828,32.2338403475033,NA,NA,NA,NA
"0d569bd5-418d-4d72-87ca-8e14668c2119",10823,TRUE,1.69184632825376,0.691846328253761,0.0344827576206897,203,1,10620,0.413155937176412,10.1667562905208,14.4407959087829,NA,NA,NA,NA,NA,NA,NA,NA
"0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0",2305,TRUE,1.60584734111117,0.60584734111117,0.027027026027027,130,1,2175,0.466996700945134,12.8751272393869,14.6949331343363,NA,NA,NA,NA,NA,NA,NA,NA
"0dd39eca-c623-11e3-bf01-24c6515278c0",7674,FALSE,NA,NA,NA,0,1,7674,0.376791947308504,10.0202206265654,16.5732899251906,NA,NA,NA,NA,NA,NA,NA,NA
"0e1e628b-823a-4861-aa95-bed2fada7349",1688,TRUE,1.84545447782886,0.84545447782886,0.0444444434444444,153,1,1535,0.481171713322026,14.1593848369536,15.2675005034101,NA,NA,NA,NA,NA,NA,NA,NA
"0e54cea2-d568-4a33-b9db-b698844e6ad9",2663,FALSE,NA,NA,NA,0,1,2663,0.144679133225053,7.74377480287487,45.7800100737542,NA,NA,NA,NA,NA,NA,NA,NA
"0e7f46ca-6f5c-4538-b6d6-00af65d57fcf",58631,FALSE,NA,NA,NA,0,1,58631,0.295119395385833,4.85124691048073,11.5870048151922,NA,NA,NA,NA,NA,NA,NA,NA
"0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169",2114,FALSE,NA,NA,NA,0,1,2114,0.158076070568199,4.22546805073357,22.5051309295249,NA,NA,NA,NA,NA,NA,NA,NA
"0eeafcd6-c623-11e3-bf01-24c6515278c0",15000,FALSE,NA,NA,NA,0,1,15000,0.296547515856553,4.8298426132332,11.4570670891887,NA,NA,NA,NA,NA,NA,NA,NA
"0efb6e20-236d-4640-9373-6fc03e67d090",55,FALSE,NA,NA,NA,0,1,55,0.0912666246914382,7.64020923345198,76.072859583135,NA,NA,NA,NA,NA,NA,NA,NA
"0efee3f3-313b-44eb-b3b0-af975a1ded82",3363,TRUE,1.43494178136845,0.434941781368452,0.0102040806326531,781,1,2582,0.432156226961257,13.7262126810073,18.0359414305378,NA,NA,NA,NA,NA,NA,NA,NA
"10136472-c623-11e3-bf01-24c6515278c0",3252,FALSE,NA,NA,NA,0,1,3252,0.105615122494346,9.86552186916301,83.5446038416807,NA,NA,NA,NA,NA,NA,NA,NA
"108749d2-5c62-4ef1-92df-aec6941ba53b",87120,FALSE,NA,NA,NA,0,1,87120,0.452529274415882,9.53033640370878,11.5298180272071,NA,NA,NA,NA,NA,NA,NA,NA
"108b67d4-5d66-46da-8675-6acae643b76f",2239,FALSE,NA,NA,NA,0,2,515,0.079519770329138,7.56817295197231,87.6053030357865,1724,0.241321742945508,12.0175188346444,37.7812215853518,NA,NA,NA,NA
"11473a98-d953-45f9-abf5-709b68a4bae8",4362,TRUE,1.44272911832462,0.442729118324619,0.0120481917710843,368,1,3994,0.358237672621077,14.5595300913818,26.0825664945404,NA,NA,NA,NA,NA,NA,NA,NA
"1157a548-6770-4c89-a84c-bcf6f0e96ea8",2137,FALSE,NA,NA,NA,0,2,1112,0.151979988952268,6.33649283252174,35.3564489567544,1025,0.480073607525796,17.1733416338854,18.5989677883996,NA,NA,NA,NA
"1168944c-5451-4a18-8758-88bf5723bdd9",7923,TRUE,1.58464352620374,0.584643526203741,0.0138888878888889,416,1,7507,0.219395410056518,10.6447419615332,37.8737842865365,NA,NA,NA,NA,NA,NA,NA,NA
"1193a9c4-5aab-4cd7-a690-60c96bd1172d",1611,TRUE,2.07653258864659,1.07653258864659,0.0666666656666667,107,1,1504,0.485108264848465,12.1940125704435,12.942670215723,NA,NA,NA,NA,NA,NA,NA,NA
"11ae45fb-05f6-425a-9295-d50d13407006",149,TRUE,2.59867475156318,1.59867475156318,0.0652173903043478,69,1,80,0.239402060614097,4.12406847290471,13.1024686016967,NA,NA,NA,NA,NA,NA,NA,NA
"120f01d1-8884-4aca-a1cb-36b207b2aa3a",3673,FALSE,NA,NA,NA,0,2,867,0.0724398662545792,6.80359519020272,87.1169977370743,2806,0.282055494618887,12.8167224633449,32.6237057781359,NA,NA,NA,NA
"122bf0a9-8052-49da-a9d7-0e5de9ab7032",2223,TRUE,1.84399928240308,0.843999282403076,0.031249999,245,1,1978,0.260601233486421,9.87697337119248,28.0237427499656,NA,NA,NA,NA,NA,NA,NA,NA
"124d5b04-4588-44c3-9c00-61e064cf1bdb",8208,FALSE,NA,NA,NA,0,1,8208,0.399762323744012,8.66034717183748,13.0033931494819,NA,NA,NA,NA,NA,NA,NA,NA
"126ee433-d345-4cac-882a-c91831a24690",2673,TRUE,1.68395979953856,0.683959799538557,0.0149253721343284,100,1,2573,0.192933166372544,8.21659003592847,34.3711629689783,NA,NA,NA,NA,NA,NA,NA,NA
"129459c1-38be-45da-bb87-18848c97c544",6603,FALSE,NA,NA,NA,0,1,6603,0.238090918247867,2.31057827951174,7.39402656856686,NA,NA,NA,NA,NA,NA,NA,NA
"1295947c-c623-11e3-bf01-24c6515278c0",31673,TRUE,1.43069037153235,0.430690371532355,0.0153846143846154,593,1,31080,0.417670953601593,11.6495572828709,16.2421531231708,NA,NA,NA,NA,NA,NA,NA,NA
"129d2c6c-6688-4b29-bfa7-8df3fe77b25a",132,TRUE,2.24683820733488,1.24683820733488,0.0606060596060606,35,1,97,0.260712928327757,2.84814709578635,8.07630960091332,NA,NA,NA,NA,NA,NA,NA,NA
"12ae2ba1-9484-47fe-8a3f-bba94a6abe0c",198,TRUE,2.21617095418847,1.21617095418847,0.0681818171818182,75,1,123,0.430193450555427,7.69314491360905,10.1898444802935,NA,NA,NA,NA,NA,NA,NA,NA
"12f1ae2f-2666-45be-9742-f502d212373d",72282,FALSE,NA,NA,NA,0,1,72282,0.132193537833656,5.75383992949335,37.7720390490511,NA,NA,NA,NA,NA,NA,NA,NA
"131332b2-ff51-4bd7-a626-aff2ecea6135",1299,FALSE,NA,NA,NA,0,1,1299,0.150763874418382,7.33410953108297,41.3122227509479,NA,NA,NA,NA,NA,NA,NA,NA
"132f7f2a-b902-4343-aa08-cf6a7af10b9a",3316,TRUE,1.61862030431931,0.618620304319306,0.0263157884736842,220,1,3096,0.443595012162555,9.57323036074333,12.0077840741873,NA,NA,NA,NA,NA,NA,NA,NA
"13446fc4-9fa6-4bb3-a00a-b9265b41eb12",595,TRUE,2.14790631943861,1.14790631943861,0.0689655162413793,97,1,498,0.479374834751523,11.7996047028859,12.8149637881824,NA,NA,NA,NA,NA,NA,NA,NA
"134c9a92-e91e-4347-a9c4-727279edebb1",41167,TRUE,1.43332573156751,0.433325731567514,0.0111111101111111,734,1,40433,0.312489604567684,20.9995007266768,46.2011370536702,NA,NA,NA,NA,NA,NA,NA,NA
"1358ff92-4db9-4e42-b63a-984a7bea425a",112,TRUE,3.04673400842412,2.04673400842412,0.0714285704285714,15,1,97,0.285336820111796,7.14427365764841,17.8937626352116,NA,NA,NA,NA,NA,NA,NA,NA
"13c62975-9f5e-4d40-a461-dceab08a31ec",2210,TRUE,1.47665046336945,0.476650463369453,0.0142857132857143,182,1,2028,0.420100444117497,19.8674993424257,27.4247604507322,NA,NA,NA,NA,NA,NA,NA,NA
"13c7065e-6780-4571-978e-a7c13078ff50",657,FALSE,NA,NA,NA,0,1,657,0.280738406423331,2.13896210940221,5.48009556301624,NA,NA,NA,NA,NA,NA,NA,NA
"140d5fa9-afbe-444e-a7e7-6a4cb4ab2923",10763,FALSE,NA,NA,NA,0,1,10763,0.333588786424296,9.30510072959824,18.5888246907933,NA,NA,NA,NA,NA,NA,NA,NA
"140d6ef7-0217-4d16-9add-215d0d14ba06",2836,FALSE,NA,NA,NA,0,3,1043,0.165905308598364,5.6226166967755,28.267900395641,22,0.561723952536927,2.7894589651968,2.17643033434028,1771,0.481750810886983,12.746553776221,13.7122574767429
"141918cd-3e23-45bc-96e1-b208c80f69e7",6265,TRUE,1.57983659627424,0.579836596274239,0.0142857132857143,201,1,6064,0.237516870704858,9.63133754470291,30.9187821841435,NA,NA,NA,NA,NA,NA,NA,NA
"142b6dbf-c943-4a7d-8ab6-13a975f48d7a",39118,TRUE,1.49199298330462,0.49199298330462,0.0131578937368421,855,1,38263,0.347822957723509,12.8031164987803,24.0061745916535,NA,NA,NA,NA,NA,NA,NA,NA
"1447c8cb-25d4-4092-8919-4df08f898d2d",3498,TRUE,1.62670766789759,0.626707667897592,0.0163934416229508,216,1,3282,0.240253785016319,9.99506030636528,31.6070326874512,NA,NA,NA,NA,NA,NA,NA,NA
"145f2b89-8878-4390-b0f6-f09b02fb138a",1772,FALSE,NA,NA,NA,0,2,635,0.0835514263085092,7.60950317461532,83.4661793220261,1137,0.301376087633414,11.5289261776194,26.725356928089,NA,NA,NA,NA
"145f6dbb-9744-44f7-8485-e440689de3fd",2801,FALSE,NA,NA,NA,0,2,2381,0.333782526030124,19.2465791077392,38.4154541228505,420,0.145031271151423,5.13497091342605,30.2709858341004,NA,NA,NA,NA
"147e3496-514e-4da7-be42-7cd9be78ed04",1005,FALSE,NA,NA,NA,0,1,1005,0.349525441490835,2.44488601343312,4.54998681472188,NA,NA,NA,NA,NA,NA,NA,NA
